timestamp,tunnel_id,source,target,overlay_type,ike_state,sa_bytes_tx,rekey_seconds_remaining,latency_ms,jitter_ms,packet_loss_pct,tunnel_health_score,dpd_failures,fault_active,fault_type
2026-06-24T04:02:30,link-009,hub-delhi,branch-guwahati,IPSec-IKEv2,ESTABLISHED,206048049,3099,16.37,1.48,0.0192,88.2,2,0,normal
2026-06-24T04:02:30,link-010,hub-delhi,branch-chandigarh,IPSec-IKEv2,ESTABLISHED,353038815,2659,15.11,1.57,0.0203,100,3,0,normal
2026-06-24T04:02:30,link-011,hub-delhi,branch-jaipur,IPSec-IKEv2,ESTABLISHED,361953898,1834,15.1,1.67,0.019,95.9,0,0,normal
2026-06-24T04:02:30,link-012,hub-delhi,branch-lucknow,IPSec-IKEv2,ESTABLISHED,88675610,1530,15.19,1.61,0.0204,91.7,3,0,normal
2026-06-24T04:02:30,link-013,hub-delhi,branch-kochi,IPSec-IKEv2,ESTABLISHED,310230442,1313,15.88,1.59,0.0199,100,2,0,normal
2026-06-24T04:02:30,link-014,hub-delhi,branch-nagpur,IPSec-IKEv2,ESTABLISHED,66543470,2540,15.31,1.39,0.0198,98.6,0,0,normal
2026-06-24T04:02:30,link-015,hub-delhi,branch-bhopal,IPSec-IKEv2,ESTABLISHED,176242528,3027,15.81,1.43,0.0191,88.0,1,0,normal
2026-06-24T04:02:30,link-016,dc-mumbai,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,155630869,2945,14.96,1.67,0.0182,100,2,0,normal
2026-06-24T04:02:30,link-017,dc-mumbai,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,119007847,2845,15.49,1.53,0.0204,100,0,0,normal
2026-06-24T04:02:30,link-018,dc-mumbai,branch-kochi,IPSec-IKEv2,ESTABLISHED,46007015,2249,15.54,1.53,0.0211,95.5,2,0,normal
2026-06-24T04:02:30,link-019,dc-mumbai,branch-pune,IPSec-IKEv2,ESTABLISHED,219901023,2612,15.84,1.53,0.0195,100,2,0,normal
2026-06-24T05:03:00,link-002,hub-delhi,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,432417095,2793,15.15,1.54,0.0192,100,3,0,normal
2026-06-24T05:03:00,link-003,hub-delhi,branch-chennai,IPSec-IKEv2,ESTABLISHED,390596980,1230,15.7,1.62,0.0191,99.6,3,0,normal
2026-06-24T05:03:00,link-004,hub-delhi,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,428143182,2316,14.0,1.62,0.0198,97.1,2,0,normal
2026-06-24T05:03:00,link-005,hub-delhi,branch-pune,IPSec-IKEv2,ESTABLISHED,156456986,2722,15.59,1.51,0.0182,94.7,1,0,normal
2026-06-24T05:03:00,link-006,hub-delhi,branch-ahmedabad,IPSec-IKEv2,ESTABLISHED,33820089,2287,15.32,1.6,0.0185,96.9,2,0,normal
2026-06-24T05:03:00,link-007,hub-delhi,branch-kolkata,IPSec-IKEv2,ESTABLISHED,81576286,1772,15.58,1.55,0.02,91.1,3,0,normal
2026-06-24T05:03:00,link-008,hub-delhi,branch-bhubaneswar,IPSec-IKEv2,ESTABLISHED,129411252,1463,15.79,1.56,0.0196,93.6,0,0,normal
2026-06-24T05:03:00,link-009,hub-delhi,branch-guwahati,IPSec-IKEv2,ESTABLISHED,276989389,1252,13.74,1.52,0.0187,91.2,3,0,normal
2026-06-24T05:03:00,link-010,hub-delhi,branch-chandigarh,IPSec-IKEv2,ESTABLISHED,140564950,3185,14.47,1.42,0.0187,99.6,3,0,normal
2026-06-24T05:03:00,link-011,hub-delhi,branch-jaipur,IPSec-IKEv2,ESTABLISHED,452657066,3290,16.26,1.63,0.0182,100,1,0,normal
2026-06-24T05:03:00,link-012,hub-delhi,branch-lucknow,IPSec-IKEv2,ESTABLISHED,193128453,3381,15.53,1.5,0.0217,100,0,0,normal
2026-06-24T05:03:00,link-013,hub-delhi,branch-kochi,IPSec-IKEv2,ESTABLISHED,269084664,2238,15.04,1.56,0.0189,100,0,0,normal
2026-06-24T05:03:00,link-014,hub-delhi,branch-nagpur,IPSec-IKEv2,ESTABLISHED,112502553,1912,14.02,1.61,0.0201,93.9,2,0,normal
2026-06-24T05:03:00,link-015,hub-delhi,branch-bhopal,IPSec-IKEv2,ESTABLISHED,479734642,1877,15.57,1.53,0.0218,98.4,3,0,normal
2026-06-24T05:03:00,link-016,dc-mumbai,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,452292803,1632,14.92,1.55,0.0203,99.6,1,0,normal
2026-06-24T05:03:00,link-017,dc-mumbai,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,373391365,1656,14.07,1.48,0.0201,100,0,0,normal
2026-06-24T05:03:00,link-018,dc-mumbai,branch-kochi,IPSec-IKEv2,ESTABLISHED,183764297,1428,15.36,1.62,0.0188,93.7,0,0,normal
2026-06-24T05:03:00,link-019,dc-mumbai,branch-pune,IPSec-IKEv2,ESTABLISHED,472625661,2646,14.55,1.64,0.0205,95.8,2,0,normal
2026-06-24T06:03:30,link-002,hub-delhi,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,289882419,3145,14.16,1.47,0.0198,99.2,2,0,normal
2026-06-24T06:03:30,link-003,hub-delhi,branch-chennai,IPSec-IKEv2,ESTABLISHED,85020391,1591,15.13,1.65,0.019,96.7,0,0,normal
2026-06-24T06:03:30,link-004,hub-delhi,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,235412723,1585,14.55,1.5,0.0211,95.5,3,0,normal
2026-06-24T06:03:30,link-005,hub-delhi,branch-pune,IPSec-IKEv2,ESTABLISHED,471741218,2615,15.97,1.41,0.0201,100,0,0,normal
2026-06-24T06:03:30,link-006,hub-delhi,branch-ahmedabad,IPSec-IKEv2,ESTABLISHED,270560966,2023,14.47,1.49,0.0209,98.4,3,0,normal
2026-06-24T06:03:30,link-007,hub-delhi,branch-kolkata,IPSec-IKEv2,ESTABLISHED,353338636,2806,14.15,1.62,0.0198,100,0,0,normal
2026-06-24T06:03:30,link-008,hub-delhi,branch-bhubaneswar,IPSec-IKEv2,ESTABLISHED,416452439,1394,15.75,1.49,0.0209,100,2,0,normal
2026-06-24T06:03:30,link-009,hub-delhi,branch-guwahati,IPSec-IKEv2,ESTABLISHED,268200198,2863,13.95,1.52,0.0205,100,2,0,normal
2026-06-24T06:03:30,link-010,hub-delhi,branch-chandigarh,IPSec-IKEv2,ESTABLISHED,309552944,2404,16.0,1.57,0.0194,89.7,1,0,normal
2026-06-24T06:03:30,link-011,hub-delhi,branch-jaipur,IPSec-IKEv2,ESTABLISHED,386425232,1472,15.47,1.4,0.0206,95.0,1,0,normal
2026-06-24T06:03:30,link-012,hub-delhi,branch-lucknow,IPSec-IKEv2,ESTABLISHED,426335305,2234,13.75,1.58,0.0213,98.1,2,0,normal
2026-06-24T06:03:30,link-013,hub-delhi,branch-kochi,IPSec-IKEv2,ESTABLISHED,192830020,2610,14.61,1.53,0.0193,100,1,0,normal
2026-06-24T06:03:30,link-014,hub-delhi,branch-nagpur,IPSec-IKEv2,ESTABLISHED,302693367,1479,14.36,1.54,0.0208,92.2,0,0,normal
2026-06-24T06:03:30,link-015,hub-delhi,branch-bhopal,IPSec-IKEv2,ESTABLISHED,302859562,1933,13.72,1.4,0.0185,90.6,3,0,normal
2026-06-24T06:03:30,link-016,dc-mumbai,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,364915474,2944,17.11,1.41,0.0193,90.9,0,0,normal
2026-06-24T06:03:30,link-017,dc-mumbai,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,159077778,3138,16.13,1.55,0.0189,90.8,3,0,normal
2026-06-24T06:03:30,link-018,dc-mumbai,branch-kochi,IPSec-IKEv2,ESTABLISHED,326055725,1803,15.03,1.5,0.0201,100,0,0,normal
2026-06-24T06:03:30,link-019,dc-mumbai,branch-pune,IPSec-IKEv2,ESTABLISHED,403880062,1458,14.09,1.53,0.0204,93.0,2,0,normal
2026-06-24T07:04:00,link-002,hub-delhi,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,475682682,1883,13.54,1.47,0.0182,100,1,0,normal
2026-06-24T07:04:00,link-003,hub-delhi,branch-chennai,IPSec-IKEv2,ESTABLISHED,86342550,2321,13.93,1.42,0.02,94.0,0,0,normal
2026-06-24T07:04:00,link-004,hub-delhi,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,459442079,1247,16.76,1.38,0.0195,100,1,0,normal
2026-06-24T07:04:00,link-005,hub-delhi,branch-pune,IPSec-IKEv2,ESTABLISHED,69500977,1289,15.13,1.59,0.0214,97.6,1,0,normal
2026-06-24T07:04:00,link-006,hub-delhi,branch-ahmedabad,IPSec-IKEv2,ESTABLISHED,54719140,3073,16.14,1.58,0.019,100,0,0,normal
2026-06-24T07:04:00,link-007,hub-delhi,branch-kolkata,IPSec-IKEv2,ESTABLISHED,497913692,1439,15.95,1.46,0.0221,96.3,0,0,normal
2026-06-24T07:04:00,link-008,hub-delhi,branch-bhubaneswar,IPSec-IKEv2,ESTABLISHED,68693894,3449,15.48,1.47,0.0206,100,3,0,normal
2026-06-24T07:04:00,link-009,hub-delhi,branch-guwahati,IPSec-IKEv2,ESTABLISHED,120211100,1305,14.37,1.52,0.0202,100,0,0,normal
2026-06-24T07:04:00,link-010,hub-delhi,branch-chandigarh,IPSec-IKEv2,ESTABLISHED,228366554,2766,14.47,1.52,0.0202,89.6,1,0,normal
2026-06-24T07:04:00,link-011,hub-delhi,branch-jaipur,IPSec-IKEv2,ESTABLISHED,471280405,1861,14.92,1.49,0.0208,95.6,1,0,normal
2026-06-24T07:04:00,link-012,hub-delhi,branch-lucknow,IPSec-IKEv2,ESTABLISHED,162203761,3132,15.62,1.5,0.0194,96.3,0,0,normal
2026-06-24T07:04:00,link-013,hub-delhi,branch-kochi,IPSec-IKEv2,ESTABLISHED,142354559,3162,15.35,1.38,0.0202,98.1,3,0,normal
2026-06-24T07:04:00,link-014,hub-delhi,branch-nagpur,IPSec-IKEv2,ESTABLISHED,161229359,2818,15.67,1.63,0.0212,98.2,0,0,normal
2026-06-24T07:04:00,link-015,hub-delhi,branch-bhopal,IPSec-IKEv2,ESTABLISHED,339527641,1236,14.95,1.46,0.0184,97.7,3,0,normal
2026-06-24T07:04:00,link-016,dc-mumbai,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,340555315,3009,14.33,1.53,0.0198,91.2,1,0,normal
2026-06-24T07:04:00,link-017,dc-mumbai,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,148461146,2558,16.72,1.53,0.0197,100,1,0,normal
2026-06-24T07:04:00,link-018,dc-mumbai,branch-kochi,IPSec-IKEv2,ESTABLISHED,462780617,1393,14.95,1.41,0.0194,98.8,0,0,normal
2026-06-24T07:04:00,link-019,dc-mumbai,branch-pune,IPSec-IKEv2,ESTABLISHED,38963099,3293,13.44,1.56,0.0204,100,3,0,normal
2026-06-24T08:04:30,link-002,hub-delhi,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,44939293,2928,15.5,1.5,0.0202,95.6,2,0,normal
2026-06-24T08:04:30,link-003,hub-delhi,branch-chennai,IPSec-IKEv2,ESTABLISHED,386596226,2917,14.95,1.51,0.019,98.9,3,0,normal
2026-06-24T08:04:30,link-004,hub-delhi,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,61780491,3534,15.03,1.56,0.0197,100,1,0,normal
2026-06-24T08:04:30,link-005,hub-delhi,branch-pune,IPSec-IKEv2,ESTABLISHED,286300670,2348,14.4,1.48,0.0193,99.6,2,0,normal
2026-06-24T08:04:30,link-006,hub-delhi,branch-ahmedabad,IPSec-IKEv2,ESTABLISHED,139602151,3588,15.2,1.51,0.0203,97.3,3,0,normal
2026-06-24T08:04:30,link-007,hub-delhi,branch-kolkata,IPSec-IKEv2,ESTABLISHED,263813207,2084,16.33,1.51,0.0196,94.5,2,0,normal
2026-06-24T08:04:30,link-008,hub-delhi,branch-bhubaneswar,IPSec-IKEv2,ESTABLISHED,149388541,2429,14.88,1.56,0.0205,95.7,3,0,normal
2026-06-24T08:04:30,link-009,hub-delhi,branch-guwahati,IPSec-IKEv2,DOWN,392162637,3558,20.83,3.69,1.5199,100,7,1,mpls_tunnel_degradation
2026-06-24T08:04:30,link-010,hub-delhi,branch-chandigarh,IPSec-IKEv2,ESTABLISHED,225762999,1905,14.59,1.58,0.0198,99.4,0,0,normal
2026-06-24T08:04:30,link-011,hub-delhi,branch-jaipur,IPSec-IKEv2,ESTABLISHED,83069041,2395,15.5,1.54,0.0194,91.6,2,0,normal
2026-06-24T08:04:30,link-012,hub-delhi,branch-lucknow,IPSec-IKEv2,ESTABLISHED,388995006,1386,16.16,1.62,0.0206,100,3,0,normal
2026-06-24T08:04:30,link-013,hub-delhi,branch-kochi,IPSec-IKEv2,ESTABLISHED,185439172,1451,15.09,1.35,0.0198,100,1,0,normal
2026-06-24T08:04:30,link-014,hub-delhi,branch-nagpur,IPSec-IKEv2,ESTABLISHED,94549473,1990,15.17,1.61,0.0209,100,1,0,normal
2026-06-24T08:04:30,link-015,hub-delhi,branch-bhopal,IPSec-IKEv2,ESTABLISHED,475388355,1298,13.8,1.54,0.0187,99.1,1,0,normal
2026-06-24T08:04:30,link-016,dc-mumbai,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,18766791,2873,15.39,1.46,0.0195,95.6,3,0,normal
2026-06-24T08:04:30,link-017,dc-mumbai,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,371321221,1632,13.68,1.51,0.0207,99.8,3,0,normal
2026-06-24T08:04:30,link-018,dc-mumbai,branch-kochi,IPSec-IKEv2,ESTABLISHED,104496547,2736,14.6,1.51,0.0184,100,0,0,normal
2026-06-24T08:04:30,link-019,dc-mumbai,branch-pune,IPSec-IKEv2,ESTABLISHED,92105042,2392,15.16,1.37,0.0198,100,2,0,normal
2026-06-24T09:05:00,link-002,hub-delhi,branch-bengaluru,IPSec-IKEv2,ESTABLISHED,137927696,2702,14.76,1.32,0.0199,90.5,2,0,normal
2026-06-24T09:05:00,link-003,hub-delhi,branch-chennai,IPSec-IKEv2,ESTABLISHED,251666452,2197,14.37,1.43,0.019,93.8,1,0,normal
2026-06-24T09:05:00,link-004,hub-delhi,branch-hyderabad,IPSec-IKEv2,ESTABLISHED,205933591,2939,14.62,1.51,0.0199,92.9,2,0,normal
2026-06-24T09:05:00,link-005,hub-delhi,branch-pune,IPSec-IKEv2,ESTABLISHED,34364974,1933,14.75,1.52,0.0188,98.8,3,0,normal
2026-06-24T09:05:00,link-006,hub-delhi,branch-ahmedabad,IPSec-IKEv2,ESTABLISHED,346723729,2622,14.83,1.5,0.022,97.8,0,0,normal
